IDN: HEWLETT-PACKARD,34420A,0,9.0-5.0-2.0
 
Nr.      Date                   Data_on_Ch_1_[V]   Data_on_Ch_2_[V]
287      2017-10-12 13:35:16    +5.10530000E-01    -    
288      2017-10-12 13:35:16    +5.24430000E-01    -    
289      2017-10-12 13:35:16    +5.15620000E-01    -    
290      2017-10-12 13:35:16    +5.33360000E-01    -    
291      2017-10-12 13:35:17    +4.39660000E-01    -    
292      2017-10-12 13:35:17    +4.13100000E-01    -    
293      2017-10-12 13:35:17    +3.61060000E-01    -    
294      2017-10-12 13:35:17    +4.36390000E-01    -    
295      2017-10-12 13:35:18    +5.16350000E-01    -    
296      2017-10-12 13:35:18    +3.58000000E-01    -    
297      2017-10-12 13:35:18    +4.57580000E-01    -    
298      2017-10-12 13:35:18    +4.58820000E-01    -    
299      2017-10-12 13:35:19    +4.53280000E-01    -    
300      2017-10-12 13:35:19    +4.47750000E-01    -    
301      2017-10-12 13:35:19    +3.68290000E-01    -    
302      2017-10-12 13:35:19    +4.92500000E-01    -    
303      2017-10-12 13:35:19    +3.34660000E-01    -    
304      2017-10-12 13:35:20    +4.77580000E-01    -    
305      2017-10-12 13:35:20    +3.63880000E-01    -    
306      2017-10-12 13:35:20    +4.00440000E-01    -    
307      2017-10-12 13:35:20    +4.52770000E-01    -    
308      2017-10-12 13:35:21    +3.37890000E-01    -    
309      2017-10-12 13:35:21    +3.30880000E-01    -    
310      2017-10-12 13:35:21    +4.47580000E-01    -    
311      2017-10-12 13:35:21    +4.77580000E-01    -    
312      2017-10-12 13:35:22    +3.94170000E-01    -    
313      2017-10-12 13:35:22    +3.11040000E-01    -    
314      2017-10-12 13:35:22    +3.04320000E-01    -    
315      2017-10-12 13:35:22    +3.34440000E-01    -    
316      2017-10-12 13:35:23    +3.65410000E-01    -    
317      2017-10-12 13:35:23    +3.41670000E-01    -    
318      2017-10-12 13:35:23    +3.58230000E-01    -    
319      2017-10-12 13:35:23    +4.04680000E-01    -    
320      2017-10-12 13:35:23    +7.08210000E-01    -    
321      2017-10-12 13:35:24    +6.13500000E-01    -    
322      2017-10-12 13:35:24    +6.46390000E-01    -    
323      2017-10-12 13:35:24    +6.70860000E-01    -    
324      2017-10-12 13:35:24    +6.21070000E-01    -    
325      2017-10-12 13:35:25    +6.45710000E-01    -    
326      2017-10-12 13:35:25    +7.12050000E-01    -    
327      2017-10-12 13:35:25    +6.33440000E-01    -    
328      2017-10-12 13:35:25    +6.65490000E-01    -    
329      2017-10-12 13:35:26    +6.88660000E-01    -    
330      2017-10-12 13:35:26    +6.41980000E-01    -    
331      2017-10-12 13:35:26    +7.30080000E-01    -    
332      2017-10-12 13:35:26    +6.41470000E-01    -    
333      2017-10-12 13:35:27    +6.54180000E-01    -    
334      2017-10-12 13:35:27    +7.58840000E-01    -    
335      2017-10-12 13:35:27    +6.65540000E-01    -    
336      2017-10-12 13:35:27    +6.78030000E-01    -    
337      2017-10-12 13:35:28    +7.97220000E-01    -    
338      2017-10-12 13:35:28    +7.82640000E-01    -    
339      2017-10-12 13:35:28    +7.12500000E-01    -    
340      2017-10-12 13:35:28    +7.95460000E-01    -    
341      2017-10-12 13:35:29    +8.36660000E-01    -    
342      2017-10-12 13:35:29    +8.06140000E-01    -    
